0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
0.00 , 250
1.26 , 250
1.26 , 250
1.26 , 250
2.52 , 250
2.52 , 250
3.79 , 250
3.79 , 250
5.05 , 250
5.05 , 250
5.05 , 250
6.31 , 250
6.31 , 250
6.31 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
7.57 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
8.84 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
10.10 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
11.36 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 250
12.62 , 120
12.62 , 120
12.62 , 120
13.88 , 120
13.88 , 120
13.88 , 120
13.88 , 120
13.88 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
15.15 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
17.67 , 120
17.67 , 120
17.67 , 120
18.93 , 120
18.93 , 120
18.93 , 120
18.93 , 120
18.93 , 120
18.93 , 120
18.93 , 120
18.93 , 120
18.93 , 120
18.93 , 120
18.93 , 120
17.67 , 120
17.67 , 120
17.67 , 120
17.67 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
16.41 , 120
17.67 , 120
17.67 , 120
18.93 , 120
18.93 , 120
18.93 , 120
20.19 , 120
20.19 , 120
21.46 , 120
21.46 , 120
22.72 , 120
22.72 , 120
22.72 , 120
22.72 , 120
22.72 , 120
22.72 , 120
22.72 , 120
22.72 , 120
21.46 , 100
21.46 , 100
21.46 , 100
21.46 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
21.46 , 100
21.46 , 100
21.46 , 100
22.72 , 100
22.72 , 100
23.98 , 100
23.98 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
22.72 , 100
22.72 , 100
22.72 , 100
22.72 , 100
21.46 , 100
21.46 , 100
21.46 , 100
21.46 , 100
21.46 , 100
21.46 , 100
21.46 , 100
21.46 , 100
22.72 , 100
22.72 , 100
22.72 , 100
23.98 , 100
23.98 , 100
25.24 , 100
25.24 , 100
25.24 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
26.51 , 100
26.51 , 100
26.51 , 100
27.77 , 100
27.77 , 100
27.77 , 100
27.77 , 100
27.77 , 100
27.77 , 100
27.77 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
25.24 , 100
25.24 , 100
25.24 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
26.51 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
22.72 , 100
22.72 , 100
22.72 , 100
22.72 , 100
23.98 , 100
23.98 , 100
23.98 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
25.24 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
23.98 , 100
22.72 , 100
22.72 , 100
22.72 , 100
22.72 , 100
21.46 , 100
21.46 , 100
21.46 , 100
21.46 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
20.19 , 100
21.46 , 100
21.46 , 100
21.46 , 100
22.72 , 100
22.72 , 100
22.72 , 100
22.72 , 100
22.72 , 100
